STATE,mid_term,election_year,CYCLE_YEAR,legislature,court,independent_commission,other_commission,SEATS,midcycle_change,PASSED,START_DATE,END_DATE,DRAWN_BY_FINAL,DRAWN_BY_ORIGINAL,PARTY_DRAWING,PARTY_CONTROL,GOVERNOR,COURT_ACTION,PLAN_STATUS,governor_drawing_split,INSTITUTION_NOTE,UPPER_HOUSE,LOWER_HOUSE,link_SHPsource,link_GeoJSON,link_ZIP,link_PDF
CT,0,2016,2010,0,1,0,0,5,0,2/10/2012,2/10/2012,12/31/2021,State court,Backup commission,n/a,Split,Democratic,Court drew map (not legislature),Active,0,"Supermajority, no veto","23 D, 13 R","100 D, 51 R",https://www.cga.ct.gov/red2011/documents/2011/Congress.zip,ct_2010_congress_2012-02-10_2021-12-31.json,ct_2010_congress_2012-02-10_2021-12-31.zip,ct_2010_congress_2012-02-10_2021-12-31.pdf
CT,1,2018,2010,0,1,0,0,5,0,2/10/2012,2/10/2012,12/31/2021,State court,Backup commission,n/a,Split,Democratic,Court drew map (not legislature),Active,0,"Supermajority, no veto","23 D, 13 R","100 D, 51 R",https://www.cga.ct.gov/red2011/documents/2011/Congress.zip,ct_2010_congress_2012-02-10_2021-12-31.json,ct_2010_congress_2012-02-10_2021-12-31.zip,ct_2010_congress_2012-02-10_2021-12-31.pdf
CT,0,2020,2010,0,1,0,0,5,0,2/10/2012,2/10/2012,12/31/2021,State court,Backup commission,n/a,Split,Democratic,Court drew map (not legislature),Active,0,"Supermajority, no veto","23 D, 13 R","100 D, 51 R",https://www.cga.ct.gov/red2011/documents/2011/Congress.zip,ct_2010_congress_2012-02-10_2021-12-31.json,ct_2010_congress_2012-02-10_2021-12-31.zip,ct_2010_congress_2012-02-10_2021-12-31.pdf
CT,1,2022,2020,0,1,0,0,5,0,2/11/2022,2/15/2022,6/30/2031,State court,Backup commission,Nonpartisan,Split,Democratic,court drew map (not legislature),Active,0,"Supermajority, no veto","24 D, 12 R","97 D, 54 R",,ct_2020_congress_2022-02-15_2031-06-30.json,ct_2020_congress_2022-02-15_2031-06-30.zip,ct_2020_congress_2022-02-15_2031-06-30.pdf
DE,1,2002,2000,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,0,2004,2000,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,1,2006,2000,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,0,2008,2000,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,1,2010,2000,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,0,2012,2010,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,1,2014,2010,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,0,2016,2010,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,1,2018,2010,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,0,2020,2010,0,0,0,0,1,0,,,,n/a,n/a,n/a,n/a,n/a,,n/a,0,,n/a,n/a,,,,
DE,1,2022,2020,0,0,0,0,1,0,,,,,n/a,,n/a,n/a,,Active,0,,n/a,n/a,,,,
FL,1,2002,2000,1,0,0,0,25,0,3/27/2002,6/7/2002,4/30/2012,Legislature,Legislature,Republican,Republican,Republican,rejected challenge to leg. map,Superseded,0,,"15 D, 25 R","43 D, 77 R",,fl_2000_congress_2002-06-07_2012-04-30.json,fl_2000_congress_2002-06-07_2012-04-30.zip,fl_2000_congress_2002-06-07_2012-04-30.pdf
FL,0,2004,2000,1,0,0,0,25,0,3/27/2002,6/7/2002,4/30/2012,Legislature,Legislature,Republican,Republican,Republican,rejected challenge to leg. map,Superseded,0,,"15 D, 25 R","43 D, 77 R",,fl_2000_congress_2002-06-07_2012-04-30.json,fl_2000_congress_2002-06-07_2012-04-30.zip,fl_2000_congress_2002-06-07_2012-04-30.pdf
FL,1,2006,2000,1,0,0,0,25,0,3/27/2002,6/7/2002,4/30/2012,Legislature,Legislature,Republican,Republican,Republican,rejected challenge to leg. map,Superseded,0,,"15 D, 25 R","43 D, 77 R",,fl_2000_congress_2002-06-07_2012-04-30.json,fl_2000_congress_2002-06-07_2012-04-30.zip,fl_2000_congress_2002-06-07_2012-04-30.pdf
FL,0,2008,2000,1,0,0,0,25,0,3/27/2002,6/7/2002,4/30/2012,Legislature,Legislature,Republican,Republican,Republican,rejected challenge to leg. map,Superseded,0,,"15 D, 25 R","43 D, 77 R",,fl_2000_congress_2002-06-07_2012-04-30.json,fl_2000_congress_2002-06-07_2012-04-30.zip,fl_2000_congress_2002-06-07_2012-04-30.pdf
FL,1,2010,2000,1,0,0,0,25,0,3/27/2002,6/7/2002,4/30/2012,Legislature,Legislature,Republican,Republican,Republican,rejected challenge to leg. map,Superseded,0,,"15 D, 25 R","43 D, 77 R",,fl_2000_congress_2002-06-07_2012-04-30.json,fl_2000_congress_2002-06-07_2012-04-30.zip,fl_2000_congress_2002-06-07_2012-04-30.pdf
FL,0,2012,2010,1,0,0,0,27,0,2/16/2012,4/30/2012,12/2/2015,Legislature,Legislature,Republican,Republican,Republican,Court sent map back to legislature,Struck by state court,0,,"12 D, 28 R","39 D, 81 R",https://www.flsenate.gov/PublishedContent/Session/Redistricting/Plans/h000c9047/h000c9047_shp.zip,fl_2010_congress_2012-04-30_2015-12-02.json,fl_2010_congress_2012-04-30_2015-12-02.zip,fl_2010_congress_2012-04-30_2015-12-02.pdf
FL,1,2014,2010,1,0,0,0,27,0,2/16/2012,4/30/2012,12/2/2015,Legislature,Legislature,Republican,Republican,Republican,Court sent map back to legislature,Struck by state court,0,,"12 D, 28 R","39 D, 81 R",https://www.flsenate.gov/PublishedContent/Session/Redistricting/Plans/h000c9047/h000c9047_shp.zip,fl_2010_congress_2012-04-30_2015-12-02.json,fl_2010_congress_2012-04-30_2015-12-02.zip,fl_2010_congress_2012-04-30_2015-12-02.pdf
FL,0,2016,2010,0,1,0,0,27,1,12/2/2015,12/2/2015,12/31/2021,State court,Legislature,n/a,Republican,Republican,Court drew map (not legislature),Active,0,,"14 D, 26 R","37 D, 82 R",https://www.flsenate.gov/PublishedContent/Session/Redistricting/Plans/SC14-1905/SC14-1905_shp.zip,fl_2010_congress_2015-12-02_2021-12-31.json,fl_2010_congress_2015-12-02_2021-12-31.zip,fl_2010_congress_2015-12-02_2021-12-31.pdf
FL,1,2018,2010,0,1,0,0,27,1,12/2/2015,12/2/2015,12/31/2021,State court,Legislature,n/a,Republican,Republican,Court drew map (not legislature),Active,0,,"14 D, 26 R","37 D, 82 R",https://www.flsenate.gov/PublishedContent/Session/Redistricting/Plans/SC14-1905/SC14-1905_shp.zip,fl_2010_congress_2015-12-02_2021-12-31.json,fl_2010_congress_2015-12-02_2021-12-31.zip,fl_2010_congress_2015-12-02_2021-12-31.pdf
FL,0,2020,2010,0,1,0,0,27,1,12/2/2015,12/2/2015,12/31/2021,State court,Legislature,n/a,Republican,Republican,Court drew map (not legislature),Active,0,,"14 D, 26 R","37 D, 82 R",https://www.flsenate.gov/PublishedContent/Session/Redistricting/Plans/SC14-1905/SC14-1905_shp.zip,fl_2010_congress_2015-12-02_2021-12-31.json,fl_2010_congress_2015-12-02_2021-12-31.zip,fl_2010_congress_2015-12-02_2021-12-31.pdf
FL,1,2022,2020,1,0,0,0,28,0,4/21/2022,4/21/2022,6/30/2031,Legislature,Legislature,Republican,Republican,Republican,pending litigation,In litigation,0,,"16 D, 24 R","42 D, 78 R",,fl_2020_congress_2022-04-21_2031-06-30.json,fl_2020_congress_2022-04-21_2031-06-30.zip,fl_2020_congress_2022-04-21_2031-06-30.pdf
GA,1,2002,2000,1,0,0,0,13,0,10/1/2001,4/5/2002,12/23/2011,Legislature,Legislature,Democratic,Democratic,Democratic,rejected challenge to leg. map,Superseded,0,,"28 D, 28 R","105 D, 74 R, 1 I",,ga_2000_congress_2002-04-05_2011-12-23.json,ga_2000_congress_2002-04-05_2011-12-23.zip,ga_2000_congress_2002-04-05_2011-12-23.pdf
GA,0,2004,2000,1,0,0,0,13,0,10/1/2001,4/5/2002,12/23/2011,Legislature,Legislature,Democratic,Democratic,Democratic,rejected challenge to leg. map,Superseded,0,,"28 D, 28 R","105 D, 74 R, 1 I",,ga_2000_congress_2002-04-05_2011-12-23.json,ga_2000_congress_2002-04-05_2011-12-23.zip,ga_2000_congress_2002-04-05_2011-12-23.pdf
GA,1,2006,2000,1,0,0,0,13,0,10/1/2001,4/5/2002,12/23/2011,Legislature,Legislature,Democratic,Democratic,Democratic,rejected challenge to leg. map,Superseded,0,,"28 D, 28 R","105 D, 74 R, 1 I",,ga_2000_congress_2002-04-05_2011-12-23.json,ga_2000_congress_2002-04-05_2011-12-23.zip,ga_2000_congress_2002-04-05_2011-12-23.pdf
GA,0,2008,2000,1,0,0,0,13,0,10/1/2001,4/5/2002,12/23/2011,Legislature,Legislature,Democratic,Democratic,Democratic,rejected challenge to leg. map,Superseded,0,,"28 D, 28 R","105 D, 74 R, 1 I",,ga_2000_congress_2002-04-05_2011-12-23.json,ga_2000_congress_2002-04-05_2011-12-23.zip,ga_2000_congress_2002-04-05_2011-12-23.pdf
GA,1,2010,2000,1,0,0,0,13,0,10/1/2001,4/5/2002,12/23/2011,Legislature,Legislature,Democratic,Democratic,Democratic,rejected challenge to leg. map,Superseded,0,,"28 D, 28 R","105 D, 74 R, 1 I",,ga_2000_congress_2002-04-05_2011-12-23.json,ga_2000_congress_2002-04-05_2011-12-23.zip,ga_2000_congress_2002-04-05_2011-12-23.pdf
GA,0,2012,2010,1,0,0,0,14,0,9/6/2011,12/23/2011,12/31/2021,Legislature,Legislature,Republican,Republican,Republican,Rejected challenge to leg. map,Active,0,,"20 D, 36 R","66 D, 113 R, 1 O",http://www.legis.ga.gov/Joint/reapportionment/Documents/SEPT%202012/CONGRESS12-SHAPE.zip,ga_2010_congress_2011-12-23_2021-12-31.json,ga_2010_congress_2011-12-23_2021-12-31.zip,ga_2010_congress_2011-12-23_2021-12-31.pdf
GA,1,2014,2010,1,0,0,0,14,0,9/6/2011,12/23/2011,12/31/2021,Legislature,Legislature,Republican,Republican,Republican,Rejected challenge to leg. map,Active,0,,"20 D, 36 R","66 D, 113 R, 1 O",http://www.legis.ga.gov/Joint/reapportionment/Documents/SEPT%202012/CONGRESS12-SHAPE.zip,ga_2010_congress_2011-12-23_2021-12-31.json,ga_2010_congress_2011-12-23_2021-12-31.zip,ga_2010_congress_2011-12-23_2021-12-31.pdf
GA,0,2016,2010,1,0,0,0,14,0,9/6/2011,12/23/2011,12/31/2021,Legislature,Legislature,Republican,Republican,Republican,Rejected challenge to leg. map,Active,0,,"20 D, 36 R","66 D, 113 R, 1 O",http://www.legis.ga.gov/Joint/reapportionment/Documents/SEPT%202012/CONGRESS12-SHAPE.zip,ga_2010_congress_2011-12-23_2021-12-31.json,ga_2010_congress_2011-12-23_2021-12-31.zip,ga_2010_congress_2011-12-23_2021-12-31.pdf
GA,1,2018,2010,1,0,0,0,14,0,9/6/2011,12/23/2011,12/31/2021,Legislature,Legislature,Republican,Republican,Republican,Rejected challenge to leg. map,Active,0,,"20 D, 36 R","66 D, 113 R, 1 O",http://www.legis.ga.gov/Joint/reapportionment/Documents/SEPT%202012/CONGRESS12-SHAPE.zip,ga_2010_congress_2011-12-23_2021-12-31.json,ga_2010_congress_2011-12-23_2021-12-31.zip,ga_2010_congress_2011-12-23_2021-12-31.pdf
GA,0,2020,2010,1,0,0,0,14,0,9/6/2011,12/23/2011,12/31/2021,Legislature,Legislature,Republican,Republican,Republican,Rejected challenge to leg. map,Active,0,,"20 D, 36 R","66 D, 113 R, 1 O",http://www.legis.ga.gov/Joint/reapportionment/Documents/SEPT%202012/CONGRESS12-SHAPE.zip,ga_2010_congress_2011-12-23_2021-12-31.json,ga_2010_congress_2011-12-23_2021-12-31.zip,ga_2010_congress_2011-12-23_2021-12-31.pdf
GA,1,2022,2020,1,0,0,0,14,0,12/30/2021,12/30/2021,6/30/2031,Legislature,Legislature,Republican,Republican,Republican,pending litigation,In litigation,0,,"22 D, 34 R","77 D, 103 R",,ga_2020_congress_2021-12-30_2031-06-30.json,ga_2020_congress_2021-12-30_2031-06-30.zip,ga_2020_congress_2021-12-30_2031-06-30.pdf
HI,1,2002,2000,0,0,0,1,2,0,11/30/2001,11/30/2001,9/26/2011,Politician commission,Politician commission,Split,Split,Democratic,,Superseded,0,,"22 D, 3 R","32 D, 19 R",,hi_2000_congress_2001-11-30_2011-09-26.json,hi_2000_congress_2001-11-30_2011-09-26.zip,hi_2000_congress_2001-11-30_2011-09-26.pdf
HI,0,2004,2000,0,0,0,1,2,0,11/30/2001,11/30/2001,9/26/2011,Politician commission,Politician commission,Split,Split,Democratic,,Superseded,0,,"22 D, 3 R","32 D, 19 R",,hi_2000_congress_2001-11-30_2011-09-26.json,hi_2000_congress_2001-11-30_2011-09-26.zip,hi_2000_congress_2001-11-30_2011-09-26.pdf
HI,1,2006,2000,0,0,0,1,2,0,11/30/2001,11/30/2001,9/26/2011,Politician commission,Politician commission,Split,Split,Democratic,,Superseded,0,,"22 D, 3 R","32 D, 19 R",,hi_2000_congress_2001-11-30_2011-09-26.json,hi_2000_congress_2001-11-30_2011-09-26.zip,hi_2000_congress_2001-11-30_2011-09-26.pdf
HI,0,2008,2000,0,0,0,1,2,0,11/30/2001,11/30/2001,9/26/2011,Politician commission,Politician commission,Split,Split,Democratic,,Superseded,0,,"22 D, 3 R","32 D, 19 R",,hi_2000_congress_2001-11-30_2011-09-26.json,hi_2000_congress_2001-11-30_2011-09-26.zip,hi_2000_congress_2001-11-30_2011-09-26.pdf
HI,1,2010,2000,0,0,0,1,2,0,11/30/2001,11/30/2001,9/26/2011,Politician commission,Politician commission,Split,Split,Democratic,,Superseded,0,,"22 D, 3 R","32 D, 19 R",,hi_2000_congress_2001-11-30_2011-09-26.json,hi_2000_congress_2001-11-30_2011-09-26.zip,hi_2000_congress_2001-11-30_2011-09-26.pdf
HI,0,2012,2010,0,0,0,1,2,0,9/26/2011,9/26/2011,12/31/2021,Politician commission,Politician commission,Split,Split,Democratic,,Active,0,,"24 D, 1 R","43 D, 8 R",http://files.hawaii.gov/dbedt/op/gis/data/congress11.shp.zip,hi_2010_congress_2011-09-26_2021-12-31.json,hi_2010_congress_2011-09-26_2021-12-31.zip,hi_2010_congress_2011-09-26_2021-12-31.pdf
HI,1,2014,2010,0,0,0,1,2,0,9/26/2011,9/26/2011,12/31/2021,Politician commission,Politician commission,Split,Split,Democratic,,Active,0,,"24 D, 1 R","43 D, 8 R",http://files.hawaii.gov/dbedt/op/gis/data/congress11.shp.zip,hi_2010_congress_2011-09-26_2021-12-31.json,hi_2010_congress_2011-09-26_2021-12-31.zip,hi_2010_congress_2011-09-26_2021-12-31.pdf
HI,0,2016,2010,0,0,0,1,2,0,9/26/2011,9/26/2011,12/31/2021,Politician commission,Politician commission,Split,Split,Democratic,,Active,0,,"24 D, 1 R","43 D, 8 R",http://files.hawaii.gov/dbedt/op/gis/data/congress11.shp.zip,hi_2010_congress_2011-09-26_2021-12-31.json,hi_2010_congress_2011-09-26_2021-12-31.zip,hi_2010_congress_2011-09-26_2021-12-31.pdf
HI,1,2018,2010,0,0,0,1,2,0,9/26/2011,9/26/2011,12/31/2021,Politician commission,Politician commission,Split,Split,Democratic,,Active,0,,"24 D, 1 R","43 D, 8 R",http://files.hawaii.gov/dbedt/op/gis/data/congress11.shp.zip,hi_2010_congress_2011-09-26_2021-12-31.json,hi_2010_congress_2011-09-26_2021-12-31.zip,hi_2010_congress_2011-09-26_2021-12-31.pdf
HI,0,2020,2010,0,0,0,1,2,0,9/26/2011,9/26/2011,12/31/2021,Politician commission,Politician commission,Split,Split,Democratic,,Active,0,,"24 D, 1 R","43 D, 8 R",http://files.hawaii.gov/dbedt/op/gis/data/congress11.shp.zip,hi_2010_congress_2011-09-26_2021-12-31.json,hi_2010_congress_2011-09-26_2021-12-31.zip,hi_2010_congress_2011-09-26_2021-12-31.pdf
HI,1,2022,2020,1,0,0,0,2,0,1/31/2022,1/31/2022,6/30/2031,Legislature,Politician commission,Democratic,Split,Democratic,,Active,0,,"24 D, 1 R","47 D, 4 R",,hi_2020_congress_2022-01-31_2031-06-30.json,hi_2020_congress_2022-01-31_2031-06-30.zip,hi_2020_congress_2022-01-31_2031-06-30.pdf
IA,1,2002,2000,1,0,0,0,5,0,6/22/2001,6/22/2001,4/19/2011,Legislature,Advisory commission,Split,Split,Democratic,,Superseded,0,,"20 D, 30 R","44 D, 56 R",,ia_2000_congress_2001-06-22_2011-04-19.json,ia_2000_congress_2001-06-22_2011-04-19.zip,ia_2000_congress_2001-06-22_2011-04-19.pdf
IA,0,2004,2000,1,0,0,0,5,0,6/22/2001,6/22/2001,4/19/2011,Legislature,Advisory commission,Split,Split,Democratic,,Superseded,0,,"20 D, 30 R","44 D, 56 R",,ia_2000_congress_2001-06-22_2011-04-19.json,ia_2000_congress_2001-06-22_2011-04-19.zip,ia_2000_congress_2001-06-22_2011-04-19.pdf
IA,1,2006,2000,1,0,0,0,5,0,6/22/2001,6/22/2001,4/19/2011,Legislature,Advisory commission,Split,Split,Democratic,,Superseded,0,,"20 D, 30 R","44 D, 56 R",,ia_2000_congress_2001-06-22_2011-04-19.json,ia_2000_congress_2001-06-22_2011-04-19.zip,ia_2000_congress_2001-06-22_2011-04-19.pdf
IA,0,2008,2000,1,0,0,0,5,0,6/22/2001,6/22/2001,4/19/2011,Legislature,Advisory commission,Split,Split,Democratic,,Superseded,0,,"20 D, 30 R","44 D, 56 R",,ia_2000_congress_2001-06-22_2011-04-19.json,ia_2000_congress_2001-06-22_2011-04-19.zip,ia_2000_congress_2001-06-22_2011-04-19.pdf
IA,1,2010,2000,1,0,0,0,5,0,6/22/2001,6/22/2001,4/19/2011,Legislature,Advisory commission,Split,Split,Democratic,,Superseded,0,,"20 D, 30 R","44 D, 56 R",,ia_2000_congress_2001-06-22_2011-04-19.json,ia_2000_congress_2001-06-22_2011-04-19.zip,ia_2000_congress_2001-06-22_2011-04-19.pdf
IA,0,2012,2010,1,0,0,0,4,0,4/19/2011,4/19/2011,12/31/2021,Legislature,Advisory commission,Split,Split,Republican,,Active,0,,"26 D, 24 R","40 D, 60 R",https://www.legis.iowa.gov/docs/publications/REDST/2011/2011-03-31/Plan1_DistrictShapefiles.zip,ia_2010_congress_2011-04-19_2021-12-31.json,ia_2010_congress_2011-04-19_2021-12-31.zip,ia_2010_congress_2011-04-19_2021-12-31.pdf
IA,1,2014,2010,1,0,0,0,4,0,4/19/2011,4/19/2011,12/31/2021,Legislature,Advisory commission,Split,Split,Republican,,Active,0,,"26 D, 24 R","40 D, 60 R",https://www.legis.iowa.gov/docs/publications/REDST/2011/2011-03-31/Plan1_DistrictShapefiles.zip,ia_2010_congress_2011-04-19_2021-12-31.json,ia_2010_congress_2011-04-19_2021-12-31.zip,ia_2010_congress_2011-04-19_2021-12-31.pdf
IA,0,2016,2010,1,0,0,0,4,0,4/19/2011,4/19/2011,12/31/2021,Legislature,Advisory commission,Split,Split,Republican,,Active,0,,"26 D, 24 R","40 D, 60 R",https://www.legis.iowa.gov/docs/publications/REDST/2011/2011-03-31/Plan1_DistrictShapefiles.zip,ia_2010_congress_2011-04-19_2021-12-31.json,ia_2010_congress_2011-04-19_2021-12-31.zip,ia_2010_congress_2011-04-19_2021-12-31.pdf
IA,1,2018,2010,1,0,0,0,4,0,4/19/2011,4/19/2011,12/31/2021,Legislature,Advisory commission,Split,Split,Republican,,Active,0,,"26 D, 24 R","40 D, 60 R",https://www.legis.iowa.gov/docs/publications/REDST/2011/2011-03-31/Plan1_DistrictShapefiles.zip,ia_2010_congress_2011-04-19_2021-12-31.json,ia_2010_congress_2011-04-19_2021-12-31.zip,ia_2010_congress_2011-04-19_2021-12-31.pdf
IA,0,2020,2010,1,0,0,0,4,0,4/19/2011,4/19/2011,12/31/2021,Legislature,Advisory commission,Split,Split,Republican,,Active,0,,"26 D, 24 R","40 D, 60 R",https://www.legis.iowa.gov/docs/publications/REDST/2011/2011-03-31/Plan1_DistrictShapefiles.zip,ia_2010_congress_2011-04-19_2021-12-31.json,ia_2010_congress_2011-04-19_2021-12-31.zip,ia_2010_congress_2011-04-19_2021-12-31.pdf
IA,1,2022,2020,1,0,0,0,4,0,11/4/2021,11/4/2021,6/30/2031,Legislature,Advisory commission,Republican,Republican,Republican,,Active,0,,"18 D, 32 R","41 D, 59 R",https://www.legis.iowa.gov/legislators/redistricting,ia_2020_congress_2021-11-04_2031-06-30.json,ia_2020_congress_2021-11-04_2031-06-30.zip,ia_2020_congress_2021-11-04_2031-06-30.pdf
ID,1,2002,2000,0,0,1,0,2,0,8/28/2001,8/28/2001,10/17/2011,Independent commission,Independent commission,Split,Split,Republican,,Superseded,0,,"3D, 32 R","9 D, 61 R",,id_2000_congress_2001-08-28_2011-10-17.json,id_2000_congress_2001-08-28_2011-10-17.zip,id_2000_congress_2001-08-28_2011-10-17.pdf
ID,0,2004,2000,0,0,1,0,2,0,8/28/2001,8/28/2001,10/17/2011,Independent commission,Independent commission,Split,Split,Republican,,Superseded,0,,"3D, 32 R","9 D, 61 R",,id_2000_congress_2001-08-28_2011-10-17.json,id_2000_congress_2001-08-28_2011-10-17.zip,id_2000_congress_2001-08-28_2011-10-17.pdf
ID,1,2006,2000,0,0,1,0,2,0,8/28/2001,8/28/2001,10/17/2011,Independent commission,Independent commission,Split,Split,Republican,,Superseded,0,,"3D, 32 R","9 D, 61 R",,id_2000_congress_2001-08-28_2011-10-17.json,id_2000_congress_2001-08-28_2011-10-17.zip,id_2000_congress_2001-08-28_2011-10-17.pdf
ID,0,2008,2000,0,0,1,0,2,0,8/28/2001,8/28/2001,10/17/2011,Independent commission,Independent commission,Split,Split,Republican,,Superseded,0,,"3D, 32 R","9 D, 61 R",,id_2000_congress_2001-08-28_2011-10-17.json,id_2000_congress_2001-08-28_2011-10-17.zip,id_2000_congress_2001-08-28_2011-10-17.pdf
ID,1,2010,2000,0,0,1,0,2,0,8/28/2001,8/28/2001,10/17/2011,Independent commission,Independent commission,Split,Split,Republican,,Superseded,0,,"3D, 32 R","9 D, 61 R",,id_2000_congress_2001-08-28_2011-10-17.json,id_2000_congress_2001-08-28_2011-10-17.zip,id_2000_congress_2001-08-28_2011-10-17.pdf
ID,0,2012,2010,0,0,1,0,2,0,10/17/2011,10/17/2011,12/31/2021,Independent commission,Independent commission,Split,Split,Republican,,Active,0,,"7 D, 28 R","13 D, 57 R",https://legislature.idaho.gov/wp-content/uploads/redistricting/2011/C52.zip,id_2010_congress_2011-10-17_2021-12-31.json,id_2010_congress_2011-10-17_2021-12-31.zip,id_2010_congress_2011-10-17_2021-12-31.pdf
ID,1,2014,2010,0,0,1,0,2,0,10/17/2011,10/17/2011,12/31/2021,Independent commission,Independent commission,Split,Split,Republican,,Active,0,,"7 D, 28 R","13 D, 57 R",https://legislature.idaho.gov/wp-content/uploads/redistricting/2011/C52.zip,id_2010_congress_2011-10-17_2021-12-31.json,id_2010_congress_2011-10-17_2021-12-31.zip,id_2010_congress_2011-10-17_2021-12-31.pdf
ID,0,2016,2010,0,0,1,0,2,0,10/17/2011,10/17/2011,12/31/2021,Independent commission,Independent commission,Split,Split,Republican,,Active,0,,"7 D, 28 R","13 D, 57 R",https://legislature.idaho.gov/wp-content/uploads/redistricting/2011/C52.zip,id_2010_congress_2011-10-17_2021-12-31.json,id_2010_congress_2011-10-17_2021-12-31.zip,id_2010_congress_2011-10-17_2021-12-31.pdf
ID,1,2018,2010,0,0,1,0,2,0,10/17/2011,10/17/2011,12/31/2021,Independent commission,Independent commission,Split,Split,Republican,,Active,0,,"7 D, 28 R","13 D, 57 R",https://legislature.idaho.gov/wp-content/uploads/redistricting/2011/C52.zip,id_2010_congress_2011-10-17_2021-12-31.json,id_2010_congress_2011-10-17_2021-12-31.zip,id_2010_congress_2011-10-17_2021-12-31.pdf
ID,0,2020,2010,0,0,1,0,2,0,10/17/2011,10/17/2011,12/31/2021,Independent commission,Independent commission,Split,Split,Republican,,Active,0,,"7 D, 28 R","13 D, 57 R",https://legislature.idaho.gov/wp-content/uploads/redistricting/2011/C52.zip,id_2010_congress_2011-10-17_2021-12-31.json,id_2010_congress_2011-10-17_2021-12-31.zip,id_2010_congress_2011-10-17_2021-12-31.pdf
ID,1,2022,2020,0,0,1,0,2,0,11/12/2021,11/12/2021,6/30/2031,Independent commission,Independent commission,Nonpartisan,Split,Republican,rejected challenge to leg. map,Active,0,,"7 D, 28 R","12 D, 58 R",,id_2020_congress_2021-11-12_2031-06-30.json,id_2020_congress_2021-11-12_2031-06-30.zip,id_2020_congress_2021-11-12_2031-06-30.pdf
IL,1,2002,2000,1,0,0,0,19,0,5/31/2001,5/31/2001,6/24/2011,Legislature,Legislature,Split,Split,Republican,rejected challenge to leg. map,Superseded,0,,"27 D, 32 R","62 D, 56 R",,il_2000_congress_2001-05-31_2011-06-24.json,il_2000_congress_2001-05-31_2011-06-24.zip,il_2000_congress_2001-05-31_2011-06-24.pdf
IL,0,2004,2000,1,0,0,0,19,0,5/31/2001,5/31/2001,6/24/2011,Legislature,Legislature,Split,Split,Republican,rejected challenge to leg. map,Superseded,0,,"27 D, 32 R","62 D, 56 R",,il_2000_congress_2001-05-31_2011-06-24.json,il_2000_congress_2001-05-31_2011-06-24.zip,il_2000_congress_2001-05-31_2011-06-24.pdf
IL,1,2006,2000,1,0,0,0,19,0,5/31/2001,5/31/2001,6/24/2011,Legislature,Legislature,Split,Split,Republican,rejected challenge to leg. map,Superseded,0,,"27 D, 32 R","62 D, 56 R",,il_2000_congress_2001-05-31_2011-06-24.json,il_2000_congress_2001-05-31_2011-06-24.zip,il_2000_congress_2001-05-31_2011-06-24.pdf
IL,0,2008,2000,1,0,0,0,19,0,5/31/2001,5/31/2001,6/24/2011,Legislature,Legislature,Split,Split,Republican,rejected challenge to leg. map,Superseded,0,,"27 D, 32 R","62 D, 56 R",,il_2000_congress_2001-05-31_2011-06-24.json,il_2000_congress_2001-05-31_2011-06-24.zip,il_2000_congress_2001-05-31_2011-06-24.pdf
IL,1,2010,2000,1,0,0,0,19,0,5/31/2001,5/31/2001,6/24/2011,Legislature,Legislature,Split,Split,Republican,rejected challenge to leg. map,Superseded,0,,"27 D, 32 R","62 D, 56 R",,il_2000_congress_2001-05-31_2011-06-24.json,il_2000_congress_2001-05-31_2011-06-24.zip,il_2000_congress_2001-05-31_2011-06-24.pdf
IL,0,2012,2010,1,0,0,0,18,0,6/24/2011,6/24/2011,12/31/2021,Legislature,Legislature,Democratic,Democratic,Democratic,Rejected challenge to leg. map,Active,0,,"35 D, 24 R","64 D, 54 R",http://ilhousedems.com/redistricting/2011-maps/Congressional_Proposed_Districts_PDFS/PA%2097-14%20Congl%20shp%20files.zip,il_2010_congress_2011-06-24_2021-12-31.json,il_2010_congress_2011-06-24_2021-12-31.zip,il_2010_congress_2011-06-24_2021-12-31.pdf
