"year","state_po","district","totalvotes","DEMOCRAT","OTHER","REPUBLICAN","Cycle.Year","Level","Seats","Institution","Institution.Note","Party.Control","Governor","Governor.Role","Upper.House","Upper.House.Role","Lower.House","Lower.House.Role","Court.Action","Passed","Start.Date","End.Date","Plan.Status","Drawn.by","Party.drawing","SHPsource","GeoJSON","ZIP","PDF","Election.Cutoff","Inactive","redistricting_methods","changed","legislature","partisan","independent_commission","court","mid_term","dem_margin"
2004,"NY",1,313966,140878,62302,110786,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,9.58447730008982
2004,"NY",2,283480,147197,63330,72953,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,26.1902074220404
2004,"NY",3,316125,100737,64065,151323,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-16.0018979833926
2004,"NY",4,284530,148615,50410,85505,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,22.1804379151583
2004,"NY",5,206533,114132,49399,43002,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,34.4400168496076
2004,"NY",6,184957,125127,59830,0,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,67.6519407213569
2004,"NY",7,177452,100382,55227,21843,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,44.2592926537881
2004,"NY",8,251650,154098,62375,35177,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,47.2565070534473
2004,"NY",9,202558,108577,54333,39648,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,34.0292656918019
2004,"NY",10,195241,130265,53877,11099,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,61.0353358157354
2004,"NY",11,202027,134175,67852,0,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,66.4143901557713
2004,"NY",12,163344,100402,47245,15697,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,51.8568175139583
2004,"NY",13,217895,72180,43002,102713,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-14.0127125450332
2004,"NY",14,274043,175886,56221,41936,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,48.8791904920031
2004,"NY",15,218608,153099,53154,12355,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,64.3819073409939
2004,"NY",16,148123,106739,36467,4917,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,68.7415188728287
2004,"NY",17,230261,135344,54393,40524,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,41.1793573379773
2004,"NY",18,290215,159072,57168,73975,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,29.3220543390245
2004,"NY",19,306733,87429,67253,152051,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-21.0678342402024
2004,"NY",20,324160,96630,64187,163343,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-20.5802690029615
2004,"NY",21,311854,167247,64486,80121,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,27.9380735857164
2004,"NY",22,287401,148588,56932,81881,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,23.2104272427723
2004,"NY",23,265012,66448,62342,136222,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-26.3286190814001
2004,"NY",24,286686,85140,73053,128493,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-15.1221196709989
2004,"NY",25,315880,0,160717,155163,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-49.1208686843105
2004,"NY",26,321080,116484,67171,137425,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-6.52205057929488
2004,"NY",27,299699,127267,47157,125275,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,0.664666882438714
2004,"NY",28,262220,150431,62808,48981,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,38.6888871939593
2004,"NY",29,306070,104555,64632,136883,2000,"Congress",29,"Legislature","","Split","R","","25 D, 36 R","","99 D, 51 R","","rejected challenge to leg. map","2002-06-05","2002-06-25","2012-03-19","Superseded","Legislature","Split","","ny_2000_congress_2002-06-25_2012-03-19.json","ny_2000_congress_2002-06-25_2012-03-19.zip","ny_2000_congress_2002-06-25_2012-03-19.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-10.5622896722972
2004,"OH",1,289863,116235,198,173430,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-19.7317353370385
2004,"OH",2,316760,89598,60,227102,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-43.4095214042177
2004,"OH",3,316738,119448,0,197290,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-24.5761481097942
2004,"OH",4,286345,118538,0,167807,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-17.2061673854965
2004,"OH",5,293305,96656,0,196649,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-34.0918156867425
2004,"OH",6,223987,223842,145,0,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,99.9352641001487
2004,"OH",7,287151,100617,0,186534,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-29.9204947919387
2004,"OH",8,292249,90574,0,201675,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-38.01587002864
2004,"OH",9,301132,205149,0,95983,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,36.2518762536031
2004,"OH",10,287212,172406,18343,96463,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,26.4414439508099
2004,"OH",11,222371,222371,0,0,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,100
2004,"OH",12,321046,122109,25,198912,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-23.9227400434829
2004,"OH",13,298094,201004,0,97090,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,34.8594738572397
2004,"OH",14,321366,119714,0,201652,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-25.496785596485
2004,"OH",15,277435,110915,0,166520,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-20.0425324850866
2004,"OH",16,304361,101817,0,202544,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-33.0945817631037
2004,"OH",17,275671,212800,0,62871,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,54.3869322489489
2004,"OH",18,268420,90820,0,177600,2000,"Congress",18,"Legislature","","Republican","R","","11 D, 21 R","","39 D, 59 R","","","2002-01-24","2002-01-24","2011-09-26","Superseded","Legislature","Republican","","oh_2000_congress_2002-01-24_2011-09-26.json","oh_2000_congress_2002-01-24_2011-09-26.zip","oh_2000_congress_2002-01-24_2011-09-26.pdf","2004-11-01",FALSE,1,0,1,1,0,0,0,-32.3299307056106
2004,"OK",1,310934,116731,7058,187145,2000,"Congress",5,"Legislature","","Split","R","","30 D, 18 R","","52 D, 48 R","","court drew map (not legislature)","2002-05-31","2002-05-31","2011-05-10","Superseded","State court","n/a","","ok_2000_congress_2002-05-31_2011-05-10.json","ok_2000_congress_2002-05-31_2011-05-10.zip","ok_2000_congress_2002-05-31_2011-05-10.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,-22.6459634520509
2004,"OK",2,272542,179579,0,92963,2000,"Congress",5,"Legislature","","Split","R","","30 D, 18 R","","52 D, 48 R","","court drew map (not legislature)","2002-05-31","2002-05-31","2011-05-10","Superseded","State court","n/a","","ok_2000_congress_2002-05-31_2011-05-10.json","ok_2000_congress_2002-05-31_2011-05-10.zip","ok_2000_congress_2002-05-31_2011-05-10.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,31.7807897498367
2004,"OK",3,262131,0,46621,215510,2000,"Congress",5,"Legislature","","Split","R","","30 D, 18 R","","52 D, 48 R","","court drew map (not legislature)","2002-05-31","2002-05-31","2011-05-10","Superseded","State court","n/a","","ok_2000_congress_2002-05-31_2011-05-10.json","ok_2000_congress_2002-05-31_2011-05-10.zip","ok_2000_congress_2002-05-31_2011-05-10.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,-82.2146178818987
2004,"OK",4,255854,0,56869,198985,2000,"Congress",5,"Legislature","","Split","R","","30 D, 18 R","","52 D, 48 R","","court drew map (not legislature)","2002-05-31","2002-05-31","2011-05-10","Superseded","State court","n/a","","ok_2000_congress_2002-05-31_2011-05-10.json","ok_2000_congress_2002-05-31_2011-05-10.zip","ok_2000_congress_2002-05-31_2011-05-10.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,-77.7728704651872
2004,"OK",5,273149,92719,0,180430,2000,"Congress",5,"Legislature","","Split","R","","30 D, 18 R","","52 D, 48 R","","court drew map (not legislature)","2002-05-31","2002-05-31","2011-05-10","Superseded","State court","n/a","","ok_2000_congress_2002-05-31_2011-05-10.json","ok_2000_congress_2002-05-31_2011-05-10.zip","ok_2000_congress_2002-05-31_2011-05-10.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,-32.1110456197899
2004,"OR",1,354338,203771,15403,135164,2000,"Congress",5,"Legislature","","Split","D","","14 D, 16 R","","28 D, 32 R","","court drew map (not legislature)","2001-10-19","2001-10-19","2011-06-30","Superseded","State court","n/a","","or_2000_congress_2001-10-19_2011-06-30.json","or_2000_congress_2001-10-19_2011-06-30.zip","or_2000_congress_2001-10-19_2011-06-30.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,19.3620215726228
2004,"OR",2,346865,88914,9490,248461,2000,"Congress",5,"Legislature","","Split","D","","14 D, 16 R","","28 D, 32 R","","court drew map (not legislature)","2001-10-19","2001-10-19","2011-06-30","Superseded","State court","n/a","","or_2000_congress_2001-10-19_2011-06-30.json","or_2000_congress_2001-10-19_2011-06-30.zip","or_2000_congress_2001-10-19_2011-06-30.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,-45.996857567065
2004,"OR",3,346560,245559,18956,82045,2000,"Congress",5,"Legislature","","Split","D","","14 D, 16 R","","28 D, 32 R","","court drew map (not legislature)","2001-10-19","2001-10-19","2011-06-30","Superseded","State court","n/a","","or_2000_congress_2001-10-19_2011-06-30.json","or_2000_congress_2001-10-19_2011-06-30.zip","or_2000_congress_2001-10-19_2011-06-30.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,47.1820175438597
2004,"OR",4,374909,228611,5416,140882,2000,"Congress",5,"Legislature","","Split","D","","14 D, 16 R","","28 D, 32 R","","court drew map (not legislature)","2001-10-19","2001-10-19","2011-06-30","Superseded","State court","n/a","","or_2000_congress_2001-10-19_2011-06-30.json","or_2000_congress_2001-10-19_2011-06-30.zip","or_2000_congress_2001-10-19_2011-06-30.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,23.4000784190297
2004,"OR",5,349634,184833,9808,154993,2000,"Congress",5,"Legislature","","Split","D","","14 D, 16 R","","28 D, 32 R","","court drew map (not legislature)","2001-10-19","2001-10-19","2011-06-30","Superseded","State court","n/a","","or_2000_congress_2001-10-19_2011-06-30.json","or_2000_congress_2001-10-19_2011-06-30.zip","or_2000_congress_2001-10-19_2011-06-30.pdf","2004-11-01",FALSE,2,1,0,0,0,1,0,8.53463907972337
2004,"PA",1,248585,214462,857,33266,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,72.8909628497295
2004,"PA",2,287637,253226,0,34411,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,76.0733146292028
2004,"PA",3,277264,110684,0,166580,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-20.1598476542212
2004,"PA",4,323917,116303,3285,204329,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2004-11-01",FALSE,2,1,1,1,0,0,0,-27.1754801384305
